title,company,company-link,post-date,applications,location,role-description,link,"experience,",type_work,function,sector_final
DATA ANALYST/ MARKETING ANALYST/ BUSINESS INTELLIGENCE ANALYST,Philip Morris International,https://ch.linkedin.com/company/insidepmi?trk=guest_job_details_topcard_org_name,3 weeks ago,Be among the first 25 applicants,"Vienna, AT","Full-time in Vienna at the earliest possible date

Start your career with Philip Morris International, the world's leading tobacco company! Since the foundation of Philip Morris Austria GmbH in 2012, the Austrian market has been developed even more intensively, with the clear aim of further expanding its market leadership. Become part of this success story and join our Data Team at the HQ in Vienna.

WE OFFER YOU
• A unique opportunity to join Philip Morris – and be part of the biggest transformation in the history of our company – to „Design a Smoke-Free Future“
• The opportunity to develop in a world-leading, international company.
• An inspiring working environment, flat hierarchies and an open-minded, team-oriented company culture.
• An all-in employment relationship with flexible working hours, various benefits, team events, various insurances, and much more.
• A basic salary of min. € 40,000/year gross, with willingness to negotiate overpayments in line with the market, depending on experience and qualifications.

YOUR RESPONSIBILITIES
• You keep track of our data in the commercial area and function as an advisory interface between our teams.
• You analyze internal data and processes, initiate checks for irregular data and deviations, create reports and identify optimization potential.
• You organize coordination meetings and initiate relevant next steps.
• You support product launches in coordination with our management team.
• You are our Business Intelligence Key User and are familiar with relevant IT tools.

YOUR PROFILE
• You have successfully graduated in business informatics, IT or an equivalent field.
• You have more than 5 years of professional experience in a comparable position.
• Ideally, you have knowledge in project-based working and you are an expert in consulting teams and executives.
• You are familiar with databases and have experience with BI tools (Power BI, Tableau or similar).
• You preferably have knowledge of Python, R or comparable.
• You are communicative and open minded with analytical skills and an affinity for numbers.
• You are fluent in spoken and written English.

JOIN A GLOBAL MARKET LEADER
PMI is the world's leading international tobacco company, with six of the world's top 15 international brands and products sold in more than 180 markets. In addition to the manufacture and sale of cigarettes, including the number one global cigarette brand, and other tobacco products, PMI is engaged in the development and commercialization of Reduced-Risk Products (""RRPs""). RRPs is the term we use to refer to products that present, are likely to present, or have the potential to present less risk of harm to smokers who switch to these products versus continued smoking. We have a range of RRPs in various stages of development, scientific assessment and commercialization. Because our RRPs do not burn tobacco, they produce far lower quantities of harmful and potentially harmful compounds than found in cigarette smoke. For more information, see www.pmi.com and www.pmiscience.com.",https://www.linkedin.com/jobs/view/1551279704,Not Applicable,Full-time,Information Technology,"['', 'Consumer ', 'Goods', 'Tobacco']"
DATA ANALYST/ MARKETING ANALYST/ BUSINESS INTELLIGENCE ANALYST,Philip Morris International,https://ch.linkedin.com/company/insidepmi?trk=guest_job_details_topcard_org_name,Há 3 semanas,<25,"Vienna, AT","Full-time in Vienna at the earliest possible date

Start your career with Philip Morris International, the world's leading tobacco company! Since the foundation of Philip Morris Austria GmbH in 2012, the Austrian market has been developed even more intensively, with the clear aim of further expanding its market leadership. Become part of this success story and join our Data Team at the HQ in Vienna.

WE OFFER YOU
• A unique opportunity to join Philip Morris – and be part of the biggest transformation in the history of our company – to „Design a Smoke-Free Future“
• The opportunity to develop in a world-leading, international company.
• An inspiring working environment, flat hierarchies and an open-minded, team-oriented company culture.
• An all-in employment relationship with flexible working hours, various benefits, team events, various insurances, and much more.
• A basic salary of min. € 40,000/year gross, with willingness to negotiate overpayments in line with the market, depending on experience and qualifications.

YOUR RESPONSIBILITIES
• You keep track of our data in the commercial area and function as an advisory interface between our teams.
• You analyze internal data and processes, initiate checks for irregular data and deviations, create reports and identify optimization potential.
• You organize coordination meetings and initiate relevant next steps.
• You support product launches in coordination with our management team.
• You are our Business Intelligence Key User and are familiar with relevant IT tools.

YOUR PROFILE
• You have successfully graduated in business informatics, IT or an equivalent field.
• You have more than 5 years of professional experience in a comparable position.
• Ideally, you have knowledge in project-based working and you are an expert in consulting teams and executives.
• You are familiar with databases and have experience with BI tools (Power BI, Tableau or similar).
• You preferably have knowledge of Python, R or comparable.
• You are communicative and open minded with analytical skills and an affinity for numbers.
• You are fluent in spoken and written English.

JOIN A GLOBAL MARKET LEADER
PMI is the world's leading international tobacco company, with six of the world's top 15 international brands and products sold in more than 180 markets. In addition to the manufacture and sale of cigarettes, including the number one global cigarette brand, and other tobacco products, PMI is engaged in the development and commercialization of Reduced-Risk Products (""RRPs""). RRPs is the term we use to refer to products that present, are likely to present, or have the potential to present less risk of harm to smokers who switch to these products versus continued smoking. We have a range of RRPs in various stages of development, scientific assessment and commercialization. Because our RRPs do not burn tobacco, they produce far lower quantities of harmful and potentially harmful compounds than found in cigarette smoke. For more information, see www.pmi.com and www.pmiscience.com.",https://www.linkedin.com/jobs/view/1551279704,Não aplicável,Tempo integral,Tecnologia da informação,"['', 'Bens de consumo', 'Tabaco']"
Data Analyst - Advanced Analytics,McKinsey & Company,https://www.linkedin.com/company/mckinsey?trk=guest_job_details_topcard_org_name,Há 4 semanas,95 candidaturas,"Wrocław, PL","Apply Now

Qualifications
Bachelor's degree in quantitative field (mathematics, quantitative methods, computer science, engineering, finance etc.); Advanced degree is a plus
Hands-on experience in reporting, data analytics, data engineering or business intelligence
At least one of the below skills
Strong data management skills with focus on database design, data quality management and data analysis of small to medium datasets, including hands-on experience with SQL and ETL software.
Good business modelling and programming skills using Excel, VBA.
Experience with building interactive visualization and BI platforms (R Shiny, Tableau/Qlikview/Power BI etc.)
Programming experience in R or Python will be a plus.Understanding of business environment and ability to translate business problems to analytical frameworks and technical end-products
Entrepreneurial mindset proactively thinking about potential improvements to how things are done
Ability to work collaboratively and self-driven in a diverse team environment, under tight deadlines and changing priorities
Good communication skills with the ability to communicate analytical and technical content
Business level fluency in both written and spoken English
Willingness to travel abroad
Who You'll Work With

You will be a part of McKinsey Analytics Wroclaw hub and a member of our global analytics community. As data analyst, you will interact and collaborate with McKinsey consultants, data scientists and data engineers.

In McKinsey Analytics we shape the future of what data-driven organizations look like, creating new lines of thinking within a diverse range of clients and situations. We help clients harness data to solve their toughest challenges and pride ourselves on fostering an atmosphere of ongoing learning and development for those seeking to constantly enhance their capabilities and knowledge.
What You'll Do

As a skilled storyteller with a passion for data, you will analyze and evaluate data to create concepts, prototypes and iterate on ideas effectively balancing quality and time factors.

Leveraging your visualization and data analysis skills, you will create the foundations for sound client recommendations. In doing this, you will manage the data cleaning pipeline, apply analytic methodologies and data visualization techniques, generate insights and communicate them back to the team. Your end-products will include business models, scenario planners, reporting dashboards or data visualizations. You may be expected to travel to other McKinsey offices.

Working on projects and exchanging experiences with your colleagues means you will face new intellectual challenges, while continuously building your methodological knowledge and skills. Growing in the role will also create opportunities to coach junior colleagues and contribute to team strategy on knowledge and capability development.

We are recruiting both junior and senior profiles, so the role will be calibrated during the recruiting process based on candidate’s experience.",https://www.linkedin.com/jobs/view/1551279704,Assistente,Tempo integral,Tecnologia da informaçãoConsultoria,"['', 'Transporte/', 'Caminhões/', 'Trens', 'Entrega de encomendas e fretes', 'Transporte marítimo']"
DATA ANALYST/ MARKETING ANALYST/ BUSINESS INTELLIGENCE ANALYST,Philip Morris International,https://ch.linkedin.com/company/insidepmi?trk=guest_job_details_topcard_org_name,Há 3 semanas,<25,"Vienna, AT","Full-time in Vienna at the earliest possible date

Start your career with Philip Morris International, the world's leading tobacco company! Since the foundation of Philip Morris Austria GmbH in 2012, the Austrian market has been developed even more intensively, with the clear aim of further expanding its market leadership. Become part of this success story and join our Data Team at the HQ in Vienna.

WE OFFER YOU
• A unique opportunity to join Philip Morris – and be part of the biggest transformation in the history of our company – to „Design a Smoke-Free Future“
• The opportunity to develop in a world-leading, international company.
• An inspiring working environment, flat hierarchies and an open-minded, team-oriented company culture.
• An all-in employment relationship with flexible working hours, various benefits, team events, various insurances, and much more.
• A basic salary of min. € 40,000/year gross, with willingness to negotiate overpayments in line with the market, depending on experience and qualifications.

YOUR RESPONSIBILITIES
• You keep track of our data in the commercial area and function as an advisory interface between our teams.
• You analyze internal data and processes, initiate checks for irregular data and deviations, create reports and identify optimization potential.
• You organize coordination meetings and initiate relevant next steps.
• You support product launches in coordination with our management team.
• You are our Business Intelligence Key User and are familiar with relevant IT tools.

YOUR PROFILE
• You have successfully graduated in business informatics, IT or an equivalent field.
• You have more than 5 years of professional experience in a comparable position.
• Ideally, you have knowledge in project-based working and you are an expert in consulting teams and executives.
• You are familiar with databases and have experience with BI tools (Power BI, Tableau or similar).
• You preferably have knowledge of Python, R or comparable.
• You are communicative and open minded with analytical skills and an affinity for numbers.
• You are fluent in spoken and written English.

JOIN A GLOBAL MARKET LEADER
PMI is the world's leading international tobacco company, with six of the world's top 15 international brands and products sold in more than 180 markets. In addition to the manufacture and sale of cigarettes, including the number one global cigarette brand, and other tobacco products, PMI is engaged in the development and commercialization of Reduced-Risk Products (""RRPs""). RRPs is the term we use to refer to products that present, are likely to present, or have the potential to present less risk of harm to smokers who switch to these products versus continued smoking. We have a range of RRPs in various stages of development, scientific assessment and commercialization. Because our RRPs do not burn tobacco, they produce far lower quantities of harmful and potentially harmful compounds than found in cigarette smoke. For more information, see www.pmi.com and www.pmiscience.com.",https://www.linkedin.com/jobs/view/1551279704,Não aplicável,Tempo integral,Tecnologia da informação,"['', 'Bens de consumo', 'Tabaco']"
Data Analyst - Advanced Analytics,McKinsey & Company,https://www.linkedin.com/company/mckinsey?trk=guest_job_details_topcard_org_name,Há 4 semanas,95 candidaturas,"Wrocław, PL","Apply Now

Qualifications
Bachelor's degree in quantitative field (mathematics, quantitative methods, computer science, engineering, finance etc.); Advanced degree is a plus
Hands-on experience in reporting, data analytics, data engineering or business intelligence
At least one of the below skills
Strong data management skills with focus on database design, data quality management and data analysis of small to medium datasets, including hands-on experience with SQL and ETL software.
Good business modelling and programming skills using Excel, VBA.
Experience with building interactive visualization and BI platforms (R Shiny, Tableau/Qlikview/Power BI etc.)
Programming experience in R or Python will be a plus.Understanding of business environment and ability to translate business problems to analytical frameworks and technical end-products
Entrepreneurial mindset proactively thinking about potential improvements to how things are done
Ability to work collaboratively and self-driven in a diverse team environment, under tight deadlines and changing priorities
Good communication skills with the ability to communicate analytical and technical content
Business level fluency in both written and spoken English
Willingness to travel abroad
Who You'll Work With

You will be a part of McKinsey Analytics Wroclaw hub and a member of our global analytics community. As data analyst, you will interact and collaborate with McKinsey consultants, data scientists and data engineers.

In McKinsey Analytics we shape the future of what data-driven organizations look like, creating new lines of thinking within a diverse range of clients and situations. We help clients harness data to solve their toughest challenges and pride ourselves on fostering an atmosphere of ongoing learning and development for those seeking to constantly enhance their capabilities and knowledge.
What You'll Do

As a skilled storyteller with a passion for data, you will analyze and evaluate data to create concepts, prototypes and iterate on ideas effectively balancing quality and time factors.

Leveraging your visualization and data analysis skills, you will create the foundations for sound client recommendations. In doing this, you will manage the data cleaning pipeline, apply analytic methodologies and data visualization techniques, generate insights and communicate them back to the team. Your end-products will include business models, scenario planners, reporting dashboards or data visualizations. You may be expected to travel to other McKinsey offices.

Working on projects and exchanging experiences with your colleagues means you will face new intellectual challenges, while continuously building your methodological knowledge and skills. Growing in the role will also create opportunities to coach junior colleagues and contribute to team strategy on knowledge and capability development.

We are recruiting both junior and senior profiles, so the role will be calibrated during the recruiting process based on candidate’s experience.",https://www.linkedin.com/jobs/view/1497559724,Assistente,Tempo integral,Tecnologia da informaçãoConsultoria,"['', 'Transporte/', 'Caminhões/', 'Trens', 'Entrega de encomendas e fretes', 'Transporte marítimo']"
Data Analyst,Consult Energy Recruitment,https://uk.linkedin.com/company/consultenergyrecruitment?trk=guest_job_details_topcard_org_name,Há 4 semanas,46 candidaturas,"London, GB","Data Analyst - West London

Are you a recent STEM graduate looking to get your foot in the door of a fantastic Trading business? Or are you a Junior Data Analyst wanting to broaden your experience? I'm working with a leading trading client who are looking for a graduate calibre Data Analyst in London to join their team which is responsible for the process of launching exciting new products into the market.

Essential Skills

You'll need to have strong analytical skills especially using Excel
Conscientious, diligent, hardworking are just some of the words to describe the ideal person
You should be excited by challenging data problems to solve
An interest in trading would be useful
Programming skills would be useful but not essential (e.g. Python, VBA, SQL)You will be part of a team that serves an essential function of bridging two sides of the business, and as a result must be adaptable and excited to learn a lot of new skills! The role is heavy on analytics, and would suit a recent graduate looking to get into a Data Analyst job, or Junior Analyst, looking to develop their commercial analysis skills.

Location: West London

Salary: £27,000 - £30,000

Data Analyst - West London.",https://www.linkedin.com/jobs/view/1562739090,Iniciante,Tempo integral,Tecnologia da informação,"['', 'Tecnologia da informação e serviços ', 'Recrutamento e seleção', 'Serviços financeiros']"
Leadership Partner - Data & Analytics,Gartner,https://www.linkedin.com/company/gartner?trk=guest_job_details_topcard_org_name,Há 1 dia,<25,"Egham, Surrey, United Kingdom","LEADERSHIP PARTNER
Gartner Leadership Partners serve as trusted advisors to our clients. Our clients are IT
executives from Global 2000 organizations and large government agencies who report
directly to the CIO.

The role of the Leadership Partner is to coach and critique strategies, guide clients in
building their organizations, assist them in developing IT strategy, establishing priorities
and planning for implementation around key IT initiatives. With the support of their
Leadership Partner, our clients are able to achieve their goals more quickly and more
cost effectively and with a higher assurance of success.

RELATIONSHIP MANAGEMENT
The Leadership Partner manages approximately 35 – 40 client relationships and
supports account planning in collaboration with Leadership Client Managers, and the
respective Gartner Account Executive. These three individuals collectively have
responsibility for each assigned account.
The Leadership Partner participates in all phases of the client lifecycle:
Pre-sale, On-boarding, Relationship Management, Full Delivery, Review and Renew.
Success is defined by a smooth hand-off from the sales team, consistent member
engagement, creation of complete member profiles, accurate identification of the
member's agenda, development of an engagement plan, successful quarterly member
satisfaction reviews and preparation/delivery of value added on-site engagements and
member meetings.

PROGRAM DELIVERY
Define and deliver innovative solutions by assessing member needs and developing a customized value plan in accordance with overall EITL strategy and EITL product deliverables.
Establish and maintain working relationships with various internal groups to create a comprehensive, well designed, sustainable set of key deliverables for clients (including targeted research, personal coaching sessions, scripted analyst sessions, involvement with appropriate events, etc
Direct and facilitate bi-annual member peer group meetings on topics of relevance to the community.
Deliver bimonthly webinars to community members on topics of relevance; including both analysts and peer experts

CONTENT DEVELOPMENT & MANAGEMENT
Represent Gartner/EUP/Enterprise IT Leaders publicly as a respected content expert
Participate in presentations, panels and workshops
Participate in relevant research communities to keep topic area knowledge current and share client experiences with analysts
Facilitate member interaction and collaboration through the EITL community portal and assisted member connections
Facilitate and participate in local events and round tables.

SUBJECT MATTER EXPERTISE
CDO Focus
Provides advisory guidance to CDO’s with regard to enterprise-wide data and information strategy, governance, control, policy development, and data optimization
Extends CDO insight into risk, compliance, policy management, and business insight to data

Data Science Focus
Broad and deep understanding of core Data Science precepts, such as: Natural Language Processing, Machine Learning, Conceptual Modeling, Statistical Analysis, Predictive Modeling, and Hypothesis Testing
Ability to provide insight into Data Monetization/Infonomics, Data Management/Governance, Customer Insights/Customer Intelligence

Information Management Focus
Leadership perspective in Business Intelligence, Analytics, and Master Data Management approach in key industry verticals.
Experience/expertise in one or more of the following application disciplines is also desired, in addition to business intelligence / analytics:
Agile / Bimodal IT
DevOps
Lean Development
Mobile application development and deployment
Cloud application deployment strategies
Integration Strategy and API Management
Application Maintenance Methods and Outsourcing
Application Portfolio Management

OTHER REQUIREMENTS
University graduate (Masters preferred) with a 10+ years experience working in a senior IT management role for 5+ years or with 5+ years in other IT area (e.g. Consulting, IT Supplier, etc.)
In-depth understanding of the IT industry and the role of Sr. IT leadership
In depth understanding of the business value of IT and the alignment of business and IT strategies
Critical thinking and problem solving skills needed to assess client situation and provide actionable outcome based business/technical advice along with access to appropriate Gartner services
Excellent relationship management skills and experience working with Senior IT management
Superior verbal, written, facilitation and presentation skills
Collaboration and team leadership experience
Demonstrated sales and / or business development experience focused on Sr. IT management
Strong time and project management skills",https://www.linkedin.com/jobs/view/1563336552,Executivo,Tempo integral,Negócios em geralGerenciamentoDesenvolvimento comercial,"['', 'Tecnologia da informação e serviços ', 'Serviços da informação', 'Pesquisa']"
"Senior Data Analyst - London, UK",Quizlet,https://www.linkedin.com/company/quizlet?trk=guest_job_details_topcard_org_name,Há 4 semanas,<25,"London, GB","Quizlet’s mission is to help students (and their teachers) practice and master whatever they are learning. Every month more than 50 million active learners from 130 countries practice and master more than 300 million study sets on every conceivable topic and subject. We are developing new learning experiences by modeling how students learn and drawing upon knowledge acquisition, retention, and pedagogy in cognitive science. We are always seeking to help students master any subject by optimizing study efficiency and engagement.

We're looking for a quantitative Senior Data Analyst to drive inquiry and informed decisions in our international markets. Someone who is passionate about analytics and wants to help shape the future of our international playbook at Quizlet. Our team is scrappy, focused on results and self-starters who drive the understanding, growth, and success of the product. We serve in a pivotal role, identifying as well as driving inquiry on behalf of leaders at the company.

Quizlet is located in San Francisco, CA and Denver CO. and our London team is our first outside the United States.

The Role
Working directly with Quizlet’s Country Manager to partner in strategy and growth in new or existing markets.
Important role to help define the growth strategy of Quizlet's first international office.
Explore, understand, and own the entire international user lifecycle, including acquisition, retention, and Lifetime value.
Measure the success of paid marketing and email campaigns, as well as other product growth initiatives, with various tools such as A/B testing.
Foster a strong data culture as the first data hire in the new London office.
Drive maturity and excellence in the way we measure the success of our business.

Required Qualifications
Advanced SQL skills, including highly developed QA skills and ability to write the most efficient, optimized code.
Experience coding in Python including modeling and forecasting techniques.
Experienced, practical knowledge of running A/B tests.
Strong communicator: effectively synthesize, visualize, and communicate your ideas to others.
Deep understanding of the analytics toolkit, including funnels, cohort analyses, long-term trends, user segmentation, regression models, and more.
5+ years of experience in analytics.
Degree in Math, Physics, Statistics, Economics, Computer Science, or other quantitative fields.

Preferred Qualifications
Experience with BigQuery, Airflow, and Periscope
2+ years running analytics at a consumer internet company

We hope you are excited about everything you read so far. We highly encourage you to apply for this position, even if you feel you do not meet all the requirements. Quizlet is always looking for amazing folks that believe in our mission and can contribute to our team in various ways - not merely candidates that fit a certain mold.

Quizlet's Team Culture

We are here to make education better and more accessible. We strive to improve the lives of students and teachers at every stage and in every setting. We have a bias for action, take initiative, and hustle to deliver results. We make informed decisions whenever possible but are unafraid to take calculated risks on great ideas to promote learning. We embrace challenges and see effort as the path to mastery. We’re constantly seeking opportunities to learn and we embrace curiosity. Quality matters at Quizlet, and we hold the bar high on everything we do. We sweat the details and take personal accountability and pride in anything that carries the Quizlet name. We speak up, jump in and work with each other to fix problems, and never say ""that's not my job."" We treat each other with honesty and respect, encourage vigorous debate, and seek critical feedback. We value diversity, humility, transparency, and collaboration as the best paths to our success — as individuals, as a team, and as a company.

Quizlet’s success as an online learning community depends on a strong commitment to diversity, equity and inclusion. We are actively working to build a team that is representative of the diverse communities we serve, and an open, inclusive work environment where all employees can thrive. As an equal opportunity employer and a tech company committed to societal change, we welcome applicants from all backgrounds. Women, people of color, members of the LGBTQ+ community, individuals with disabilities, and veterans are strongly encouraged to apply. Come join us!",https://www.linkedin.com/jobs/view/1557908303,Assistente,Tempo integral,Tecnologia da informação,"['', 'Marketing e publicidade', 'Software', 'Internet']"
Data Analist,Basic-Fit,https://nl.linkedin.com/company/basic-fit?trk=guest_job_details_topcard_org_name,Há 1 semana,<25,"Hoofddorp, NL","Functieomschrijving

Do you like to translate complex information into concrete actions through data? Do you want to work in an international team with data professionals? Do you have experience with data visualization and Power BI ? Our team is currently expanding and we have a vacancy for a Data Analist .

This Is How Your Assignment Looks Like

You will be responsible for translating company width data to valuable business insights. Project based, ad-hoc and part of the agile team you will be developing the Basic-Fit analytics platform.

Responsibilities
Build & maintain complicated semantic data models;
Design & develop dashboards & reports (Power BI);
Deliver high quality analyses on a wide range of business areas (Marketing, HR, Finance);
Contribute to various (companywide) projects and working groups.

You Will Be Part Of The Business Control & Analytics Team That Focuses On Constantly Improving The Shared Understanding Of How The Business Model Generates Value By
Dashboarding, KPI setting and root-cause analysis;
End-to-end development of (self-service) business intelligence;
Build and maintain the enterprise data warehouse;
Advanced analytics and machine learning to improve processes and analytics;
Business partnering with the international leadership team;
Driver-based planning and control cycle (budgeting, forecasting, business reviews);
(Financial) management & board reporting.
We ask

An analytical thinker with capacity to digest complex information, see trends and insights through data and translate this into concrete actions. A self-starter with strong team and proven problem solving skills.
Relevant Bachelor/Master degree (HBO/WO);
2 – 5 years relevant experience;
Business driven attitude and familiar with the Agile methodology;
Hands-on experience with Microsoft BI stack (SQL, DAX, PowerBI, Azure) ;
Experience with major big data platforms and languages such as BigQuery, Python and/or R is a benefit;
You want to keep developing in the newest technologies.
Our promise

Basic-Fit is a young, dynamic and fast growing organization with a clear mission and we are the biggest Fitness organization in the Netherlands. We also have clubs in Belgium, Luxembourg, France and Spain. We think sport should be affordable and accessible to make sure everyone who wants to be fit will be able to be fit. Our goal is to professionalize and grow the next years. To make this happen we need enthusiastic and driven people and therefore we invite everyone to apply.What to expect within Basic-Fit?
A nice, informal and international environment;
Plenty of opportunities for your own initiatives and to grow;
Within walking distance of Hoofddorp train station and free parking at our headquarters;
And a beautiful gym at our headquarters which you can use anytime.
Please apply via the button and we inform you as soon as possible. The process consists of two interviews at our headquarters.Do you still have a question about this vacancy? Please contact Willemijn de Moor, Corporate Recruiter via click apply. (we do not appreciate acquisition)",https://www.linkedin.com/jobs/view/1588125706,Iniciante,Tempo integral,Tecnologia da informação,"['', 'Tecnologia da informação e serviços ', 'Software', 'Internet']"
Data analyst,Česká spořitelna,https://cz.linkedin.com/company/ceska-sporitelna?trk=guest_job_details_topcard_org_name,Há 2 meses,<25,"Prague, CZ","Máte chuť rozvíjet business intelligence v BI nástrojích? Pracovat s daty a databázemi? Už jste si něco zažili v .NETu, případně C# nebo VBA? Zajímají Vás webové a mobilní aplikace? Pak si budeme rozumět.

Máte Chuť
rozvíjet business intelligence v BI nástrojích od Microsoft
pracovat s daty a databázemi
vytvářet pravidelné a ad-hoc reporty a analýzy
podílet se na vytváření webových a mobilních aplikací
podporovat aplikační procesy v rámci retail risku
Budeme si rozumět, pokud máte:
znáte nějaký skriptovací jazyk (Microsoft SQL výhodou)
znáte nějaký kódovací jazyk (C#, .NET, C++, VBA výhodou)
jste týmový hráč, který upřednostňuje tým před osobním
ovládáte anglický jazyk na komunikativní úrovni
znáte MS SSRS a MS SSAS (výhodou)
máte základy administrace Windows serveru (výhodou)
U nás získáte:
zajímavou práci v analytickém týmu úzce napojeném na jiné útvary v bance (Business, IT, Collection, Data Science, Scoring)
možnost kariérního rozvoje v rámci týmu a úseku
práci na rozmanitých projektech
možnosti odborného rozvoje a vzdělávání šité na míru
profesní perspektivu v zázemí mezinárodní banky
silný tým o jehož know-how se můžete opřít
Dále nabízíme širokou škálu benefitů, např.:
25 dní dovolené
5 dní zdravotního volna bez udání důvodu
110 Kč za odpracovaný den ve stravenkách - plně hrazené zaměstnavatelem
příspěvek 6.000 Kč do Cafeterie
Multisport kartu
zvýhodněné bankovní produkty
příspěvek na penzijní pojištění – až 25 000 Kč/rok
Tuto pozici obsazuje Kateřina Knapová",https://www.linkedin.com/jobs/view/1487649890,Não aplicável,Tempo integral,Tecnologia da informação,"['', 'Bancos', 'Serviços financeiros', 'Tecnologia da informação e serviços']"
Financial Data Analyst - Paris,Back Market,https://fr.linkedin.com/company/back-market?trk=guest_job_details_topcard_org_name,Há 3 semanas,<25,"Paris, FR","Chez Back Market , nous avons à cœur de promouvoir un nouveau mode de consommation favorisant l’économie circulaire tout en luttant contre le gâchis électronique et l’obsolescence programmée.1ere marketplace européenne (et bientôt mondiale !!!) dédiée exclusivement à la vente de produits électroniques reconditionnés, nous connectons professionnels certifiés (usines de reconditionnement, distributeurs, etc..) donnant une seconde vie à vos équipements et clients à la recherche de qualité, d’accessibilité et d’un type de consommation plus écologique.Ce que l'on recherche au sein de Back Market? Une bonne dose d'humour, respect et bienveillance, un amour pour les lapins, un peu de zèle et une réelle expertise dans ton domaine ! Pour la bonne personne, c’est l’occasion de participer à la construction d’une marketplace de premier plan, directement dans l'équipe au cœur de l’innovation : le Bureau Of Technology. Tu veux en savoir plus sur l'organisation des équipes techniques et les features teams. : Un peu de lecture. Travaillant au sein de l’équipe BI, tu participeras à la croissance et à la rentabilité de Back Market grâce à une exploitation innovante et intelligente de notre data.Basé dans notre bureau Parisien ou Bordelais, tu travailleras particulièrement avec l'équipe Finance de Back Market afin de mettre à disposition des dashboards et analyses leur permettant de prendre les meilleures décisions. Tu seras donc au coeur du réacteur ! Reportant à notre Head of BI, tes missions incluront : * Utiliser la donnée (financière et autre) pour aider au pilotage de l’activité et améliorer les process existants avec notamment :-La modélisation de nos échecs de paiement pour réduire leur coûts associés et ainsi augmenter le CA de backmarket-la création de modèle pour détecter les marchands & les clients à risque-La création de reporting (financiers, comptable, …) * Automatiser la production et restitution des dashboards / KPIs * Accompagner les autres départements de Backmarket, sur leurs besoins et leurs problématiques de finance opérationnelle (tu aideras sur la bonne gestion des paiements, tu accompagneras les lancements de produits côte Finance, tu créeras des deposits sur des balances virtuelles et tu mapperas les nouveaux flux…) * Aider à la mise en place de nouveaux process, de KPI et d'alertes pour intégrer les nouveaux services aux clients (ex : services d'assurances) et aux marchands (ex : sous-traitance de services logistiques) dans nos suivis financiersCe que nous recherchons * Tu as au moins 3 ans d’expérience sur un poste et un secteur similaires * Tu as une formation Bac +5, Ecole d’ingénieur ou de commerce * Tu as une vraie appétence au secteur de la finance * Tu fais preuve d'une grande rigueur * Tu es quelqu'un de transparent, qui communique aisément sur tes avancées et tes difficultés * Tu as un esprit d’entrepreneur, tu es ouvert d’esprit et tu as envie de te dépasser * English is a no brainer for you :) * SQL et Tableau n'ont aucun secret pour toi, snowflake, looker, alteryx, python, airflow, dataiku, ELK seraient un plus * Tu as à cœur de rendre nos clients heureux * Tu aimes faire des choses concrètes et mettre les mains dans le cambouis * Tu sais prioriser, prendre soin des détails et la pression ne te fait pas peur * Tu as soif d’apprendre et tu veux t’immerger dans une startup en très forte croissance * Tu es un fantastique coéquipier qui aime travailler en équipe, apprendre des autres et partager ses connaissanceProcess de recrutement :- 1er entretien téléphonique avec Stéphane, notre chargé de recrutement- Test technique - Entretien avec Marie, notre head of BI- Entretien avec Pauline, notre Head of finances- Entretien avec Quentin, notre CTO et Thibaud, notre CEO Sauve la planète.. Rejoins Back Market !",https://www.linkedin.com/jobs/view/1572066928,Assistente,Tempo integral,Tecnologia da informação,"['', 'Tecnologia da informação e serviços ', 'Software', 'Internet']"
